state,year,pop,num_pov,st_err_num,pct_pov,st_err_pct,st
South Carolina,2006.0,4224.0,474.0,49.0,11.2,1.15,SC
South Carolina,2007.0,4380.0,617.0,54.0,14.1,1.24,SC
South Carolina,2008.0,4462.0,624.0,55.0,14.0,1.23,SC
South Carolina,2009.0,4501.0,618.0,55.0,13.7,1.21,SC
South Carolina,2010.0,4563.0,773.0,53.0,16.9,1.16,SC
South Carolina,2011.0,4605.0,874.0,64.0,19.0,1.39,SC
South Carolina,2012.0,4667.020748,779.2147104,63.12741297,16.69619126,1.365851216,SC
South Carolina,2013.0,4679.028262,745.4670711,95.38492781,15.93209165,2.038562763,SC
South Carolina,2014.0,4764.0,788.0,51.0,16.544,1.069,SC
South Dakota,1980.0,677.0,127.0,32.0,18.8,4.2,SD
South Dakota,1981.0,675.0,132.0,32.0,19.5,4.3,SD
South Dakota,1982.0,677.0,114.0,30.0,16.8,4.0,SD
South Dakota,1983.0,689.0,127.0,15.0,18.4,2.02,SD
South Dakota,1984.0,691.0,100.0,28.0,14.5,3.8,SD
South Dakota,1985.0,689.0,119.0,12.0,17.3,1.7,SD
South Dakota,1986.0,697.0,118.0,12.0,17.0,1.7,SD
South Dakota,1987.0,714.0,109.0,12.0,15.2,1.7,SD
South Dakota,1988.0,707.0,101.0,11.0,14.2,1.6,SD
South Dakota,1989.0,696.0,92.0,11.0,13.2,1.6,SD
South Dakota,1990.0,696.0,93.0,11.0,13.3,1.6,SD
South Dakota,1991.0,689.0,96.0,11.0,14.0,1.6,SD
South Dakota,1992.0,705.0,106.0,12.0,15.1,1.66,SD
South Dakota,1993.0,717.0,102.0,12.0,14.2,1.61,SD
South Dakota,1994.0,737.0,107.0,12.0,14.5,1.6,SD
South Dakota,1995.0,713.0,103.0,13.0,14.5,1.75,SD
South Dakota,1996.0,701.0,82.0,12.0,11.8,1.62,SD
South Dakota,1997.0,708.0,117.0,14.0,16.5,1.85,SD
South Dakota,1998.0,710.0,77.0,12.0,10.8,1.55,SD
South Dakota,1999.0,709.0,55.0,10.0,7.7,1.33,SD
South Dakota,2000.0,737.0,79.0,7.0,10.7,0.94,SD
South Dakota,2001.0,737.0,62.0,7.0,8.4,0.85,SD
South Dakota,2002.0,743.0,85.0,8.0,11.5,0.97,SD
South Dakota,2003.0,749.0,95.0,8.0,12.7,1.01,SD
South Dakota,2004.0,751.0,102.0,9.0,13.5,1.18,SD
South Dakota,2005.0,765.0,90.0,8.0,11.8,1.11,SD
South Dakota,2006.0,770.0,82.0,8.0,10.7,1.06,SD
South Dakota,2007.0,787.0,74.0,8.0,9.4,0.99,SD
South Dakota,2008.0,794.0,104.0,9.0,13.1,1.13,SD
South Dakota,2009.0,799.0,113.0,9.0,14.1,1.17,SD
South Dakota,2010.0,799.0,109.0,9.0,13.6,1.14,SD
South Dakota,2011.0,808.0,117.0,20.0,14.5,2.45,SD
South Dakota,2012.0,822.2409193,105.5605911,10.69433037,12.83815833,1.309516568,SD
South Dakota,2013.0,833.3904532,85.4705975,12.31510113,10.25576873,1.477710848,SD
South Dakota,2014.0,846.0,109.0,14.0,12.82,1.659,SD
Tennessee,1980.0,4519.0,884.0,84.0,19.6,1.7,TN
Tennessee,1981.0,4502.0,943.0,86.0,20.9,1.7,TN
Tennessee,1982.0,4679.0,1106.0,94.0,23.6,1.8,TN
Tennessee,1983.0,4663.0,933.0,101.0,20.0,1.94,TN
Tennessee,1984.0,4603.0,800.0,80.0,17.4,1.6,TN
Tennessee,1985.0,4619.0,837.0,89.0,18.1,1.9,TN
Tennessee,1986.0,4650.0,853.0,90.0,18.3,1.9,TN
Tennessee,1987.0,4679.0,792.0,91.0,16.9,1.9,TN
Tennessee,1988.0,4901.0,883.0,95.0,18.0,1.9,TN
Tennessee,1989.0,4833.0,891.0,94.0,18.4,1.9,TN
Tennessee,1990.0,4927.0,833.0,92.0,16.9,1.9,TN
Tennessee,1991.0,4787.0,744.0,88.0,15.5,1.8,TN
Tennessee,1992.0,5036.0,858.0,93.0,17.0,1.85,TN
Tennessee,1993.0,5092.0,998.0,98.0,19.6,1.94,TN
Tennessee,1994.0,5338.0,779.0,89.0,14.6,1.69,TN
Tennessee,1995.0,5462.0,846.0,100.0,15.5,1.83,TN
Tennessee,1996.0,5528.0,878.0,110.0,15.9,1.83,TN
Tennessee,1997.0,5536.0,791.0,105.0,14.3,1.75,TN
Tennessee,1998.0,5569.0,749.0,102.0,13.4,1.7,TN
Tennessee,1999.0,5583.0,662.0,96.0,11.9,1.61,TN
Tennessee,2000.0,5630.0,759.0,72.0,13.5,1.18,TN
Tennessee,2001.0,5670.0,802.0,74.0,14.1,1.2,TN
Tennessee,2002.0,5655.0,839.0,75.0,14.8,1.23,TN
Tennessee,2003.0,5901.0,829.0,75.0,14.0,1.18,TN
Tennessee,2004.0,5846.0,932.0,67.0,15.9,1.14,TN
Tennessee,2005.0,5853.0,872.0,65.0,14.9,1.11,TN
Tennessee,2006.0,5916.0,879.0,65.0,14.9,1.1,TN
Tennessee,2007.0,6137.0,906.0,66.0,14.8,1.08,TN
Tennessee,2008.0,6163.0,924.0,67.0,15.0,1.09,TN
Tennessee,2009.0,6240.0,1031.0,70.0,16.5,1.12,TN
Tennessee,2010.0,6315.0,1052.0,85.0,16.7,1.34,TN
Tennessee,2011.0,6324.0,1030.0,104.0,16.3,1.66,TN
Tennessee,2012.0,6422.467325,1193.795505,117.7882543,18.58780193,1.882352608,TN
Tennessee,2013.0,6452.610136,1169.695352,113.9993519,18.12747598,1.766716871,TN
Tennessee,2014.0,6496.0,1122.0,75.0,17.27,1.158,TN
Texas,1980.0,14326.0,2247.0,133.0,15.7,0.9,TX
Texas,1981.0,14641.0,2258.0,133.0,15.4,0.8,TX
Texas,1982.0,15153.0,2450.0,139.0,16.2,0.8,TX
Texas,1983.0,15587.0,2499.0,172.0,16.0,1.01,TX
Texas,1984.0,15639.0,2448.0,139.0,15.7,0.8,TX
Texas,1985.0,16231.0,2582.0,157.0,15.9,1.0,TX
Texas,1986.0,16371.0,2825.0,163.0,17.3,1.0,TX
Texas,1987.0,16607.0,2917.0,170.0,17.6,1.0,TX
Texas,1988.0,16686.0,3006.0,172.0,18.0,1.0,TX
Texas,1989.0,16886.0,2880.0,169.0,17.1,1.0,TX
Texas,1990.0,16873.0,2684.0,164.0,15.9,1.0,TX
Texas,1991.0,16964.0,2965.0,171.0,17.5,1.0,TX
Texas,1992.0,17921.0,3282.0,178.0,18.3,1.0,TX
Texas,1993.0,18266.0,3177.0,176.0,17.4,0.97,TX
Texas,1994.0,18894.0,3603.0,184.0,19.1,0.99,TX
Texas,1995.0,18761.0,3270.0,184.0,17.4,0.98,TX
Texas,1996.0,19184.0,3180.0,199.0,16.6,0.95,TX
Texas,1997.0,19688.0,3297.0,202.0,16.7,0.94,TX
Texas,1998.0,19889.0,2994.0,193.0,15.1,0.9,TX
Texas,1999.0,20173.0,3072.0,195.0,15.2,0.9,TX
Texas,2000.0,20695.0,3204.0,158.0,15.5,0.71,TX
Texas,2001.0,21030.0,3129.0,157.0,14.9,0.69,TX
Texas,2002.0,21482.0,3362.0,162.0,15.6,0.7,TX
Texas,2003.0,21827.0,3705.0,170.0,17.0,0.72,TX
Texas,2004.0,22288.0,3669.0,144.0,16.5,0.65,TX
Texas,2005.0,22777.0,3681.0,144.0,16.2,0.63,TX
Texas,2006.0,23208.0,3816.0,147.0,16.4,0.63,TX
Texas,2007.0,23653.0,3903.0,148.0,16.5,0.63,TX
Texas,2008.0,24174.0,3834.0,148.0,15.9,0.61,TX
Texas,2009.0,24632.0,4262.0,154.0,17.3,0.63,TX
Texas,2010.0,25200.0,4633.0,196.0,18.4,0.79,TX
Texas,2011.0,25554.0,4458.0,196.0,17.4,0.77,TX
Texas,2012.0,26063.25491,4443.52886,192.0559771,17.04901738,0.745510891,TX
Texas,2013.0,26382.74848,4424.866352,232.4085478,16.77181722,0.880911055,TX
Texas,2014.0,26676.0,4364.0,173.0,16.361,0.648,TX
Utah,1980.0,1488.0,148.0,34.0,10.0,2.2,UT
Utah,1981.0,1516.0,185.0,38.0,12.2,2.4,UT
Utah,1982.0,1575.0,229.0,43.0,14.5,2.5,UT
Utah,1983.0,1591.0,214.0,29.0,13.5,1.71,UT
Utah,1984.0,1647.0,183.0,38.0,11.1,2.2,UT
Utah,1985.0,1652.0,180.0,26.0,10.9,1.6,UT
Utah,1986.0,1659.0,209.0,27.0,12.6,1.7,UT
Utah,1987.0,1689.0,173.0,26.0,10.2,1.5,UT
Utah,1988.0,1662.0,162.0,25.0,9.8,1.5,UT
Utah,1989.0,1683.0,138.0,24.0,8.2,1.4,UT
Utah,1990.0,1739.0,143.0,24.0,8.2,1.4,UT
Utah,1991.0,1717.0,222.0,29.0,12.9,1.7,UT
Utah,1992.0,1830.0,172.0,26.0,9.4,1.43,UT
Utah,1993.0,1906.0,203.0,28.0,10.7,1.48,UT
Utah,1994.0,1926.0,154.0,25.0,8.0,1.29,UT
Utah,1995.0,1999.0,168.0,26.0,8.4,1.31,UT
Utah,1996.0,1998.0,153.0,26.0,7.7,1.26,UT
Utah,1997.0,2085.0,185.0,29.0,8.9,1.31,UT
Utah,1998.0,2106.0,190.0,29.0,9.0,1.32,UT
Utah,1999.0,2194.0,126.0,24.0,5.7,1.05,UT
Utah,2000.0,2239.0,170.0,20.0,7.6,0.87,UT
Utah,2001.0,2257.0,238.0,24.0,10.5,1.01,UT
Utah,2002.0,2308.0,228.0,24.0,9.9,0.97,UT
Utah,2003.0,2346.0,213.0,23.0,9.1,0.92,UT
Utah,2004.0,2390.0,241.0,25.0,10.1,1.04,UT
Utah,2005.0,2521.0,232.0,24.0,9.2,0.97,UT
Utah,2006.0,2536.0,235.0,25.0,9.3,0.97,UT
Utah,2007.0,2651.0,255.0,26.0,9.6,0.97,UT
Utah,2008.0,2754.0,209.0,23.0,7.6,0.85,UT
Utah,2009.0,2794.0,270.0,26.0,9.7,0.94,UT
Utah,2010.0,2768.0,278.0,30.0,10.0,1.11,UT
Utah,2011.0,2812.0,309.0,29.0,11.0,1.02,UT
Utah,2012.0,2848.831905,312.4120937,45.08128831,10.96632248,1.59385728,UT
Utah,2013.0,2876.888067,239.1422922,31.70252501,8.312533775,1.101972836,UT
Utah,2014.0,2928.0,298.0,36.0,10.189,1.239,UT
Vermont,1980.0,520.0,62.0,22.0,12.0,4.0,VT
Vermont,1981.0,535.0,66.0,23.0,12.3,4.0,VT
Vermont,1982.0,519.0,67.0,23.0,12.9,4.2,VT
Vermont,1983.0,531.0,83.0,12.0,15.6,2.05,VT
Vermont,1984.0,514.0,65.0,23.0,12.6,4.1,VT
Vermont,1985.0,524.0,48.0,9.0,9.2,1.7,VT
Vermont,1986.0,529.0,58.0,10.0,11.0,1.8,VT
Vermont,1987.0,534.0,50.0,9.0,9.3,1.7,VT
Vermont,1988.0,532.0,43.0,8.0,8.1,1.6,VT
Vermont,1989.0,556.0,44.0,9.0,8.0,1.6,VT
Vermont,1990.0,564.0,61.0,10.0,10.9,1.8,VT
Vermont,1991.0,579.0,73.0,11.0,12.6,1.9,VT
Vermont,1992.0,582.0,61.0,10.0,10.5,1.75,VT
Vermont,1993.0,588.0,59.0,10.0,10.0,1.7,VT
Vermont,1994.0,589.0,45.0,9.0,7.6,1.51,VT
Vermont,1995.0,593.0,61.0,10.0,10.3,1.7,VT
Vermont,1996.0,586.0,74.0,12.0,12.6,1.87,VT
Vermont,1997.0,580.0,54.0,10.0,9.3,1.65,VT
Vermont,1998.0,592.0,58.0,10.0,9.9,1.68,VT
Vermont,1999.0,599.0,58.0,10.0,9.6,1.65,VT
Vermont,2000.0,599.0,60.0,6.0,10.0,0.94,VT
Vermont,2001.0,605.0,59.0,6.0,9.7,0.92,VT
Vermont,2002.0,616.0,61.0,6.0,9.9,0.92,VT
Vermont,2003.0,610.0,52.0,5.0,8.5,0.86,VT
Vermont,2004.0,616.0,48.0,7.0,7.8,1.06,VT
Vermont,2005.0,621.0,47.0,6.0,7.6,1.04,VT
Vermont,2006.0,618.0,48.0,6.0,7.8,1.05,VT
Vermont,2007.0,613.0,61.0,7.0,9.9,1.18,VT
Vermont,2008.0,610.0,55.0,7.0,9.0,1.13,VT
Vermont,2009.0,617.0,58.0,7.0,9.4,1.14,VT
Vermont,2010.0,624.0,67.0,7.0,10.8,1.1,VT
Vermont,2011.0,615.0,71.0,6.0,11.6,0.99,VT
Vermont,2012.0,614.6252065,68.786402,6.6499227,11.1916012,1.088392758,VT
Vermont,2013.0,619.2680393,54.1178363,6.041288019,8.739000379,0.975553014,VT
Vermont,2014.0,615.0,57.0,6.0,9.305,0.921,VT
Virginia,1980.0,5204.0,647.0,72.0,12.4,1.3,VA
Virginia,1981.0,5257.0,662.0,72.0,12.6,1.3,VA
Virginia,1982.0,5329.0,668.0,73.0,12.5,1.3,VA
Virginia,1983.0,5448.0,618.0,94.0,11.3,1.62,VA
Virginia,1984.0,5563.0,554.0,66.0,10.0,1.1,VA
Virginia,1985.0,5567.0,558.0,79.0,10.0,1.4,VA
Virginia,1986.0,5624.0,547.0,79.0,9.7,1.4,VA
Virginia,1987.0,5871.0,583.0,83.0,9.9,1.4,VA
Virginia,1988.0,5970.0,647.0,87.0,10.8,1.5,VA
Virginia,1989.0,6159.0,671.0,89.0,10.9,1.4,VA
Virginia,1990.0,6322.0,705.0,91.0,11.1,1.4,VA
Virginia,1991.0,6144.0,608.0,85.0,9.9,1.4,VA
Virginia,1992.0,6241.0,592.0,84.0,9.5,1.35,VA
Virginia,1993.0,6470.0,627.0,86.0,9.7,1.34,VA
Virginia,1994.0,6616.0,710.0,91.0,10.7,1.38,VA
Virginia,1995.0,6371.0,648.0,95.0,10.2,1.48,VA
Virginia,1996.0,6481.0,795.0,110.0,12.3,1.6,VA
Virginia,1997.0,6747.0,858.0,115.0,12.7,1.59,VA
Virginia,1998.0,6679.0,589.0,95.0,8.8,1.36,VA
Virginia,1999.0,6831.0,537.0,91.0,7.9,1.28,VA
Virginia,2000.0,6977.0,577.0,63.0,8.3,0.86,VA
Virginia,2001.0,7080.0,564.0,62.0,8.0,0.84,VA
Virginia,2002.0,7108.0,702.0,69.0,9.9,0.92,VA
Virginia,2003.0,7367.0,740.0,71.0,10.0,0.91,VA
Virginia,2004.0,7369.0,693.0,60.0,9.4,0.81,VA
Virginia,2005.0,7442.0,684.0,60.0,9.2,0.8,VA
Virginia,2006.0,7532.0,651.0,58.0,8.6,0.77,VA
Virginia,2007.0,7678.0,664.0,59.0,8.6,0.77,VA
Virginia,2008.0,7735.0,799.0,64.0,10.3,0.83,VA
Virginia,2009.0,7767.0,831.0,65.0,10.7,0.84,VA
Virginia,2010.0,7837.0,835.0,73.0,10.7,0.94,VA
Virginia,2011.0,7971.0,907.0,70.0,11.4,0.87,VA
Virginia,2012.0,7993.749802,850.449602,88.9206229,10.63893195,1.12525279,VA
Virginia,2013.0,8173.719301,854.0899587,100.2786964,10.44922057,1.226842919,VA
Virginia,2014.0,8257.0,842.0,73.0,10.194,0.882,VA
Washington,1980.0,4223.0,538.0,65.0,12.7,1.4,WA
Washington,1981.0,4168.0,471.0,61.0,11.3,1.4,WA
Washington,1982.0,4259.0,549.0,66.0,12.9,1.4,WA
Washington,1983.0,4274.0,460.0,73.0,10.8,1.61,WA
Washington,1984.0,4242.0,479.0,62.0,11.3,1.4,WA
Washington,1985.0,4371.0,526.0,76.0,12.0,1.7,WA
Washington,1986.0,4369.0,563.0,78.0,12.9,1.8,WA
Washington,1987.0,4489.0,450.0,73.0,10.0,1.6,WA
Washington,1988.0,4625.0,402.0,69.0,8.7,1.5,WA
Washington,1989.0,4729.0,455.0,73.0,9.6,1.6,WA
Washington,1990.0,4880.0,434.0,72.0,8.9,1.5,WA
Washington,1991.0,4989.0,474.0,75.0,9.5,1.5,WA
Washington,1992.0,5138.0,574.0,81.0,11.2,1.59,WA
Washington,1993.0,5224.0,634.0,85.0,12.1,1.63,WA
Washington,1994.0,5259.0,614.0,83.0,11.7,1.6,WA
Washington,1995.0,5424.0,677.0,95.0,12.5,1.75,WA
Washington,1996.0,5620.0,666.0,101.0,11.9,1.68,WA
Washington,1997.0,5735.0,529.0,90.0,9.2,1.49,WA
Washington,1998.0,5729.0,512.0,88.0,8.9,1.47,WA
Washington,1999.0,5698.0,545.0,91.0,9.6,1.52,WA
Washington,2000.0,5863.0,634.0,62.0,10.8,1.0,WA
Washington,2001.0,5920.0,634.0,62.0,10.7,0.99,WA
Washington,2002.0,5988.0,657.0,63.0,11.0,1.0,WA
Washington,2003.0,6078.0,766.0,68.0,12.6,1.05,WA
Washington,2004.0,6116.0,700.0,61.0,11.4,1.0,WA
Washington,2005.0,6237.0,636.0,59.0,10.2,0.94,WA
Washington,2006.0,6310.0,502.0,53.0,8.0,0.84,WA
Washington,2007.0,6503.0,661.0,60.0,10.2,0.92,WA
Washington,2008.0,6526.0,680.0,61.0,10.4,0.93,WA
Washington,2009.0,6697.0,781.0,65.0,11.7,0.97,WA
Washington,2010.0,6713.0,779.0,73.0,11.6,1.08,WA
Washington,2011.0,6812.0,854.0,74.0,12.5,1.09,WA
Washington,2012.0,6855.616449,795.6518249,57.73258643,11.60583925,0.855659059,WA
Washington,2013.0,6853.548327,819.2266621,81.03865414,11.95332145,1.182433541,WA
Washington,2014.0,7079.0,852.0,82.0,12.036,1.163,WA
West Virginia,1980.0,1952.0,297.0,49.0,15.2,2.3,WV
West Virginia,1981.0,2003.0,398.0,56.0,19.9,2.5,WV
West Virginia,1982.0,1951.0,484.0,62.0,24.8,2.8,WV
West Virginia,1983.0,1898.0,419.0,45.0,22.1,2.11,WV
West Virginia,1984.0,1922.0,392.0,56.0,20.4,2.6,WV
West Virginia,1985.0,1894.0,423.0,39.0,22.3,2.1,WV
West Virginia,1986.0,1927.0,432.0,39.0,22.4,2.1,WV
West Virginia,1987.0,1889.0,408.0,40.0,21.6,2.1,WV
West Virginia,1988.0,1880.0,337.0,37.0,17.9,2.0,WV
West Virginia,1989.0,1799.0,283.0,34.0,15.7,1.9,WV
West Virginia,1990.0,1810.0,328.0,37.0,18.1,2.0,WV
West Virginia,1991.0,1830.0,327.0,37.0,17.9,2.0,WV
West Virginia,1992.0,1795.0,401.0,39.0,22.3,2.18,WV
West Virginia,1993.0,1803.0,400.0,39.0,22.2,2.17,WV
West Virginia,1994.0,1804.0,336.0,37.0,18.6,2.04,WV
West Virginia,1995.0,1793.0,300.0,32.0,16.7,1.77,WV
West Virginia,1996.0,1745.0,323.0,36.0,18.5,1.87,WV
West Virginia,1997.0,1742.0,286.0,34.0,16.4,1.79,WV
West Virginia,1998.0,1748.0,312.0,36.0,17.8,1.84,WV
West Virginia,1999.0,1734.0,272.0,33.0,15.7,1.76,WV
West Virginia,2000.0,1773.0,261.0,21.0,14.7,1.09,WV
West Virginia,2001.0,1769.0,291.0,22.0,16.4,1.15,WV
West Virginia,2002.0,1747.0,293.0,22.0,16.8,1.16,WV
West Virginia,2003.0,1785.0,310.0,23.0,17.4,1.17,WV
West Virginia,2004.0,1791.0,254.0,21.0,14.2,1.18,WV
West Virginia,2005.0,1795.0,276.0,22.0,15.4,1.22,WV
West Virginia,2006.0,1810.0,277.0,22.0,15.3,1.21,WV
West Virginia,2007.0,1793.0,265.0,22.0,14.8,1.2,WV
West Virginia,2008.0,1796.0,260.0,21.0,14.5,1.19,WV
West Virginia,2009.0,1801.0,285.0,22.0,15.8,1.23,WV
West Virginia,2010.0,1816.0,306.0,23.0,16.8,1.32,WV
West Virginia,2011.0,1820.0,318.0,34.0,17.5,1.77,WV
West Virginia,2012.0,1803.41762,301.3414237,40.15839111,16.70946432,2.1515695,WV
West Virginia,2013.0,1823.118395,315.3958484,35.40604698,17.29980068,1.942059664,WV
West Virginia,2014.0,1822.0,376.0,30.0,20.622,1.669,WV
Wisconsin,1980.0,4724.0,403.0,57.0,8.5,1.1,WI
Wisconsin,1981.0,4741.0,384.0,55.0,8.1,1.1,WI
Wisconsin,1982.0,4733.0,452.0,60.0,9.5,1.2,WI
Wisconsin,1983.0,4736.0,504.0,80.0,10.7,1.61,WI
Wisconsin,1984.0,4698.0,730.0,76.0,15.5,1.5,WI
Wisconsin,1985.0,4693.0,544.0,73.0,11.6,1.6,WI
Wisconsin,1986.0,4697.0,501.0,70.0,10.7,1.5,WI
Wisconsin,1987.0,4738.0,428.0,67.0,9.0,1.4,WI
Wisconsin,1988.0,4696.0,364.0,63.0,7.8,1.3,WI
Wisconsin,1989.0,4694.0,393.0,65.0,8.4,1.4,WI
Wisconsin,1990.0,4815.0,448.0,69.0,9.3,1.4,WI
Wisconsin,1991.0,4952.0,492.0,72.0,9.9,1.5,WI
Wisconsin,1992.0,5118.0,560.0,76.0,10.9,1.49,WI
Wisconsin,1993.0,5033.0,636.0,80.0,12.6,1.6,WI
Wisconsin,1994.0,5003.0,453.0,69.0,9.0,1.39,WI
Wisconsin,1995.0,5300.0,449.0,72.0,8.5,1.37,WI
Wisconsin,1996.0,5205.0,460.0,77.0,8.8,1.41,WI
Wisconsin,1997.0,5120.0,422.0,73.0,8.2,1.37,WI
Wisconsin,1998.0,5127.0,449.0,76.0,8.8,1.41,WI
Wisconsin,1999.0,5429.0,466.0,77.0,8.6,1.36,WI
Wisconsin,2000.0,5308.0,493.0,46.0,9.3,0.83,WI
Wisconsin,2001.0,5323.0,423.0,43.0,7.9,0.78,WI
Wisconsin,2002.0,5463.0,467.0,45.0,8.6,0.79,WI
Wisconsin,2003.0,5412.0,528.0,48.0,9.8,0.84,WI
Wisconsin,2004.0,5456.0,676.0,59.0,12.4,1.08,WI
Wisconsin,2005.0,5440.0,553.0,54.0,10.2,0.99,WI
Wisconsin,2006.0,5471.0,555.0,54.0,10.1,0.98,WI
Wisconsin,2007.0,5458.0,601.0,56.0,11.0,1.02,WI
Wisconsin,2008.0,5548.0,544.0,53.0,9.8,0.96,WI
Wisconsin,2009.0,5545.0,599.0,56.0,10.8,1.0,WI
Wisconsin,2010.0,5626.0,567.0,52.0,10.1,0.92,WI
Wisconsin,2011.0,5676.0,743.0,60.0,13.1,1.08,WI
Wisconsin,2012.0,5627.590363,640.2074368,49.03838274,11.37622669,0.860013191,WI
Wisconsin,2013.0,5625.487707,618.0326628,70.17728501,10.98629479,1.247488017,WI
Wisconsin,2014.0,5742.0,628.0,55.0,10.94,0.958,WI
Wyoming,1980.0,468.0,49.0,20.0,10.4,4.0,WY
Wyoming,1981.0,482.0,43.0,18.0,8.9,3.7,WY
Wyoming,1982.0,481.0,58.0,21.0,12.0,4.2,WY
Wyoming,1983.0,486.0,61.0,10.0,12.6,1.9,WY
Wyoming,1984.0,488.0,53.0,21.0,10.9,4.0,WY
Wyoming,1985.0,506.0,61.0,9.0,12.0,1.8,WY
Wyoming,1986.0,496.0,73.0,10.0,14.6,2.0,WY
Wyoming,1987.0,451.0,49.0,9.0,10.8,1.9,WY
Wyoming,1988.0,454.0,43.0,8.0,9.6,1.8,WY
Wyoming,1989.0,462.0,50.0,9.0,10.9,1.9,WY
Wyoming,1990.0,463.0,51.0,9.0,11.0,1.9,WY
Wyoming,1991.0,470.0,47.0,8.0,9.9,1.8,WY
Wyoming,1992.0,475.0,49.0,9.0,10.3,1.82,WY
Wyoming,1993.0,481.0,64.0,10.0,13.3,2.02,WY
Wyoming,1994.0,485.0,45.0,8.0,9.3,1.73,WY
Wyoming,1995.0,482.0,59.0,8.0,12.2,1.66,WY
Wyoming,1996.0,486.0,58.0,8.0,11.9,1.64,WY
Wyoming,1997.0,490.0,66.0,9.0,13.5,1.73,WY
Wyoming,1998.0,484.0,51.0,8.0,10.6,1.56,WY
Wyoming,1999.0,484.0,56.0,8.0,11.6,1.62,WY
Wyoming,2000.0,485.0,52.0,5.0,10.8,1.02,WY
Wyoming,2001.0,487.0,42.0,5.0,8.7,0.93,WY
Wyoming,2002.0,488.0,44.0,5.0,9.0,0.94,WY
Wyoming,2003.0,487.0,48.0,5.0,9.8,0.98,WY
Wyoming,2004.0,496.0,50.0,6.0,10.0,1.2,WY
Wyoming,2005.0,509.0,54.0,6.0,10.6,1.22,WY
Wyoming,2006.0,516.0,51.0,6.0,10.0,1.17,WY
Wyoming,2007.0,518.0,56.0,6.0,10.9,1.22,WY
Wyoming,2008.0,529.0,54.0,6.0,10.1,1.17,WY
Wyoming,2009.0,540.0,50.0,6.0,9.2,1.11,WY
Wyoming,2010.0,550.0,53.0,5.0,9.6,0.85,WY
Wyoming,2011.0,562.0,60.0,8.0,10.7,1.43,WY
Wyoming,2012.0,576.6287053,55.5743341,6.810797994,9.637802209,1.168149738,WY
Wyoming,2013.0,578.1048671,68.1217115,6.461321419,11.78362532,1.117672898,WY
Wyoming,2014.0,572.0,55.0,6.0,9.653,1.109,WY
